text,intent,style
bawa tyre puncture ki wajah se 15 mins late honga,report_delay,abbreviated
bhaiya accident ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
late o jaunga 10 minute,report_delay,augmented_spelling
ek ghanta late pahunchung abaarish hai,report_delay,augmented_spelling
bhai petrol khatam ki wajah se aadh ghanta laet honga,report_delay,augmented_spelling
5 min late pahunchunga bheed hai,report_delay,abbreviated
10 minute late pahunchunga tyre puncture h,report_delay,abbreviated
10 minute late pahunchunga bheed hai,report_delay,casual_hindi
15 minsl ate pahunchunga bheed hai,report_delay,augmented_spelling
item missing hai,order_issue,abbreviated
boss tyre puncture ki wajah se 5 min late honga,report_delay,abbreviated
5 min late pahunchunga traffic hai,report_delay,abbreviated
aadh ghanta late pahunchunga tyre puncture ai,report_delay,augmented_spelling
20 min late pahunchunga bheed hi,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
package damage ho gaya boss,order_issue,abbreviated
ek ghanta late pahunchunga baarish h,report_delay,abbreviated
bhaiya baarish ki wjah se 20 min late honga,report_delay,augmented_spelling
ripya mujhe aane mein aadh ghanta lagenge,report_delay,augmented_spelling
ayar petrol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
15 mins late pahunchunga bheed h,report_delay,abbreviated
boss traffic ki ajah se aadh ghanta late honga,report_delay,augmented_spelling
bawa accident ki wajah se ek ghanta late honga,report_delay,augmented_spelling
ustad baarish ki wajah se 10 minute late honga,report_delay,augmented_spelling
bhai accidet ki wajah se 10 minute late honga,report_delay,augmented_spelling
boss traffic ki wjh se aadh ghanta late honga,report_delay,abbreviated
boss tyre puncture ki wajah se 5 min late honga,report_delay,abbreviated
15 mins late pahunchunga traffic h,report_delay,abbreviated
15 mins late pahunchunga bheed hai,report_delay,augmented_spelling
15 mins late pahunchunga tyre puncture hai,report_delay,abbreviated
5 min late pahunchunga traffic hai,report_delay,augmented_spelling
20 min late pahunchunga baarish hai,report_delay,abbreviated
yaar tyre puncture ki wajah se 20 min late honga,report_delay,casual_hindi
15 mins late pahunchunga accident hai,report_delay,augmented_spelling
yaar bheed ki wajah se ek ghanta late honga,report_delay,abbreviated
bheed ke karan delay hoga,report_delay,augmented_spelling
guru traffic ki wajah se aadh ghanta late honga,report_delay,casual_hindi
10 miunte late pahunchunga bheed hai,report_delay,augmented_spelling
15 imns late pahunchunga accident hai,report_delay,augmented_spelling
5 min late pahunchunga traffic hai,report_delay,augmented_spelling
bawa next order ka address batao,get_address,augmented_spelling
location samajh nahi aa raha,navigation_help,augmented_spelling
aadh ghanta late pahunchunga bheed hai,report_delay,casual_hindi
20 min late pahnchunga bheed hai,report_delay,augmented_spelling
bawa tyre puncture ki wajah se 5 min late honga,report_delay,casual_hindi
baarish ke karan delay hoga,report_delay,augmented_spelling
package damage ho gaya,order_issue,abbreviated
20 min late pahunchunga bheed hai,report_delay,casual_hindi
gps hang ho gaya,navigation_help,abbreviated
bhaiya traffic ki wjh se 20 min late honga,report_delay,abbreviated
package damage ho gaya bh,order_issue,abbreviated
number not reachable hai,customer_unavailable,casual_hindi
galat order de dya hai,order_issue,augmented_spelling
bhai bheedk i wajah se 15 mins late honga,report_delay,augmented_spelling
bhi petrol khatam ki vjh se ek ghanta late honga,report_delay,abbreviated
sir grahak ka location bhejein,get_address,abbreviated
bhai petrol khtam ki wajah se 20 min late honga,report_delay,augmented_spelling
10 minute late pahunchunga bheed h,report_delay,abbreviated
boss baarish ki wajah se 20 min alte honga,report_delay,augmented_spelling
baarish ki wajah se ek ghanta late honga,report_delay,casual_hindi
5 min late pahunchunga accident h,report_delay,abbreviated
bhai bheed ki wajah se aad hghanta late honga,report_delay,augmented_spelling
bhi bheed ki wjh se 5 min late honga,report_delay,abbreviated
bawa bheed ki wajah se 10 minutel ate honga,report_delay,augmented_spelling
item missing hai,order_issue,casual_hindi
accident ke karan delay hoga,report_delay,abbreviated
guru accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
20 min late pahunchunga petrol khatam hai,report_delay,casual_hindi
guru bheed ki wajah se ek ghanta late honga,report_delay,casual_hindi
bawa bheed ki wajah se 20 min late honga,report_delay,casual_hindi
late ho jaunga 10 minute,report_delay,abbreviated
yaar petrol khatam ki wjaah se 20 min late honga,report_delay,augmented_spelling
yaar orer cancel kar do,order_issue,augmented_spelling
bhai accident ki wajah se 5 min late honga,report_delay,augmented_spelling
guru accident ki wjah se 15 mins late honga,report_delay,augmented_spelling
5 min late pahunchunga baarish h,report_delay,abbreviated
bheed ki wajah se 15 mins late honga,report_delay,abbreviated
aadh ghanta late pahunchunga bheed hai,report_delay,abbreviated
late ho jaunga 20 min,report_delay,abbreviated
late h jaunga 20 min,report_delay,augmented_spelling
bhai next order ka address batao,get_address,augmented_spelling
yaar customer kidhar h,get_address,abbreviated
guru bhee dki wajah se aadh ghanta late honga,report_delay,augmented_spelling
15 mins late pahunhcunga petrol khatam hai,report_delay,augmented_spelling
baarish ke karan delay hoga,report_delay,augmented_spelling
20 min late pahunchunga bheed hai,report_delay,augmented_spelling
customer mil nhi rha,customer_unavailable,abbreviated
location samajh nahi aa rhaa,navigation_help,augmented_spelling
20 min late paunchunga baarish hai,report_delay,augmented_spelling
boss traffic ki wajah s eaadh ghanta late honga,report_delay,augmented_spelling
late ho jaunga 20 min,report_delay,augmented_spelling
guru traffic ki wjh se aadh ghanta late honga,report_delay,abbreviated
late ho juanga 5 min,report_delay,augmented_spelling
bawa petrol khatam ki wajah se 15 mins late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga bheed hai,report_delay,abbreviated
bawa tyre puncture ki wjh se 15 mins late honga,report_delay,abbreviated
accident ki wjah se aadh ghanta late honga,report_delay,augmented_spelling
ustad tyre puncture ki vjh se 15 mins late honga,report_delay,abbreviated
15 mins late pahunchunga petrol khatam hai,report_delay,abbreviated
bhai petrol khatam ki wajah se 5m in late honga,report_delay,augmented_spelling
traffic ki wajah sea adh ghanta late honga,report_delay,augmented_spelling
bos baarish ki wajah se ek ghanta late honga,report_delay,augmented_spelling
guru bheed ki wajah se 2 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchung abheed hai,report_delay,augmented_spelling
10 minute late pahunchunga accident hai,report_delay,abbreviated
bhaiya accident ki wajah se 10 minute late honga,report_delay,casual_hindi
ustad traffic ki vjh se 10 minute late honga,report_delay,abbreviated
rasta dikhao boss,navigation_help,augmented_spelling
yaar tyre punctrue ki wajah se 10 minute late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga baraish hai,report_delay,augmented_spelling
customer mil nai rha,customer_unavailable,abbreviated
5 min late pahunchunga bheed hai,report_delay,casual_hindi
bawa bheed ki vjh se 10 minute late honga,report_delay,abbreviated
rasta dikhao boss,navigation_help,augmented_spelling
gate par koi ni hai bhi,customer_unavailable,abbreviated
ek ghanta late pahunchunga tyre puncture hai,report_delay,augmented_spelling
bawa baarish ki wajah se 10 minute late honga,report_delay,augmented_spelling
boss bheed ki wajah se 15 mins late honga,report_delay,abbreviated
boss bheed ki wjaah se ek ghanta late honga,report_delay,augmented_spelling
bhia baarish ki wajah se 20 min late honga,report_delay,augmented_spelling
guru tyre puncture ki wajah se aadh ghanta late honga,report_delay,abbreviated
galat oder de diya hai,order_issue,augmented_spelling
aadh ghanta late pahunchunga trafic hai,report_delay,augmented_spelling
bhaiya accident ki wajah se aadh ghanta late hnga,report_delay,augmented_spelling
boss bheed ki awjah se 15 mins late honga,report_delay,augmented_spelling
yaar traffic ki wajah s eaadh ghanta late honga,report_delay,augmented_spelling
boss traffic ki vjh se 15 mins late honga,report_delay,abbreviated
ustad traffic ki wajah se aadh ghanta late honga,report_delay,casual_hindi
20 min late pahunchunga baarish h,report_delay,abbreviated
20 min late pahunchunga tyre puncture hai,report_delay,abbreviated
late ho jaunga ek ghanta,report_delay,abbreviated
ek ghanta late pahunchunga baarish hai,report_delay,abbreviated
15 mins late pahunchunga bheed h,report_delay,abbreviated
late ho jaunga 5 min,report_delay,abbreviated
10 minute late pahunchunga traffic hai,report_delay,augmented_spelling
bawa accident ki wajah se ek ghanta late hnga,report_delay,augmented_spelling
bhai petrol khatam ki wajah se aadh ghana late honga,report_delay,augmented_spelling
ek ghata late pahunchunga bheed hai,report_delay,augmented_spelling
bheed ki wajah se 15 mins late honga,report_delay,casual_hindi
ustad yre puncture ki wajah se 15 mins late honga,report_delay,augmented_spelling
bhai bheed ki wajah se ek ghanta lat honga,report_delay,augmented_spelling
bhaiya petrol khatam ki wajahs e 15 mins late honga,report_delay,augmented_spelling
20 min late pahunchunga tyre puncture hi,report_delay,augmented_spelling
sahi marg ikhayein,navigation_help,augmented_spelling
ustad baarish ki wajah se 15 mins late honga,report_delay,casual_hindi
yaar accident ki wjh se ek ghanta late honga,report_delay,abbreviated
5 min late pahunchunga baarish h,report_delay,abbreviated
5 min late pahunchunga petrol khatam h,report_delay,abbreviated
customer mli nahi raha,customer_unavailable,augmented_spelling
10 minute late pahunchunga bheed h,report_delay,abbreviated
yaar order cancel kar do,order_issue,augmented_spelling
5 min late pahunchunga accident hai,report_delay,casual_hindi
aadh ghanta late pahunchunga abarish hai,report_delay,augmented_spelling
late ho jaunga ek ghanta,report_delay,casual_hindi
yaar customer kidhar hai,get_address,abbreviated
tyer puncture ki wajah se 5 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
galat order de diya hai,order_issue,augmented_spelling
15 mins late pahunchunga ptrol khatam hai,report_delay,augmented_spelling
15 mins late pahunchunga trafic hai,report_delay,augmented_spelling
behed ki wajah se ek ghanta late honga,report_delay,augmented_spelling
20 min late pahunchunga accidnt hai,report_delay,augmented_spelling
boss bheed ki wajah se 5 min late honga,report_delay,augmented_spelling
boss accident ki vjh se 15 mins late honga,report_delay,abbreviated
15 mins late pahunchunga accident hai,report_delay,abbreviated
10 minute late pahunchunga acident hai,report_delay,augmented_spelling
20 min lae pahunchunga tyre puncture hai,report_delay,augmented_spelling
yaar petrol khatam ki wajah se 0 min late honga,report_delay,augmented_spelling
bawa tyre puncture ki wjh se 20 min late honga,report_delay,abbreviated
bhai customer kidhar ai,get_address,augmented_spelling
mahoday mujhe aane mein 20 min lagenge,report_delay,abbreviated
15 mins late pahunchunga traffic hai,report_delay,casual_hindi
guru bheed ki wjh se 10 minute late honga,report_delay,abbreviated
customer mil nhi rha,customer_unavailable,abbreviated
bhaiya baarish ki wjh se 20 min late honga,report_delay,abbreviated
guru trfafic ki wajah se ek ghanta late honga,report_delay,augmented_spelling
10 minute late pahunchunga bheed hai,report_delay,abbreviated
late ho jaunga 10 minute,report_delay,abbreviated
boss bheed ki vjh se ek ghanta late honga,report_delay,abbreviated
galat order de diya h,order_issue,abbreviated
late ho jaunga 15 mins,report_delay,casual_hindi
5 min late pahunchunga bheed hai,report_delay,abbreviated
bhaiya map stuck ho gaya hai,navigation_help,casual_hindi
15 mins late pahunchunga baarish h,report_delay,abbreviated
yaar tyre puncture ki wajah se 10 minute late honga,report_delay,augmented_spelling
late h ojaunga 10 minute,report_delay,augmented_spelling
package damage ho gaya bhai,order_issue,augmented_spelling
20 min late pahunchunga bheed hai,report_delay,abbreviated
item missingh ai,order_issue,augmented_spelling
ustad bheed ki wjh se aadh ghanta late honga,report_delay,abbreviated
bhai accident ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
5 min late pahunchunga ccident hai,report_delay,augmented_spelling
20 min late pahunchunga baarish h,report_delay,abbreviated
bhaiya bheed ki wajah se 15 mins late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga tyre pnucture hai,report_delay,augmented_spelling
20 min late pahunchunga baarish hai,report_delay,augmented_spelling
10 minute late pahunchunga petrol khatam ai,report_delay,augmented_spelling
15 mins late pahunchunga traffic hai,report_delay,augmented_spelling
petrol khatam ki wajh se ek ghanta late honga,report_delay,augmented_spelling
sir grahak sampark mein nahi hain,customer_unavailable,augmented_spelling
late ho jaunga 5 min,report_delay,abbreviated
kripya aagami aadesh ka pata pradan karein,get_address,formal_hindi
20 min late pahunchunga accident h,report_delay,abbreviated
20 min late pahunchunga traffic hai,report_delay,abbreviated
10 minute late pahunchunga baarish h,report_delay,abbreviated
late ho jaunga 15 mins,report_delay,abbreviated
ek ghanta late pahunchunga baarish hai,report_delay,abbreviated
aadh ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
bheed ki wajah se ek ghanta late honga,report_delay,augmented_spelling
20 min late pahunchunga acciednt hai,report_delay,augmented_spelling
5 min late pahunchunga petrol katam hai,report_delay,augmented_spelling
15 mins late pahunchunga tyre puncture hai,report_delay,abbreviated
late ho jaunga 10 minute,report_delay,abbreviated
